x,y
874,0.5949812355
875,0.9977932783
876,0.4832387825
877,-0.4756032213
878,-0.9971778168
879,-0.6019517263
880,0.3467060054
881,0.9766038346
882,0.7086166021
883,-0.2108694664
884,-0.93648312
885,-0.8010985119
886,0.0708123736
887,0.8776186893
888,0.8775464295
889,0.0706620294
890,-0.8011887147
891,-0.9364302493
892,-0.2107221313
893,0.7087229424
894,0.9765714113
895,0.3465646283
896,-0.6020720757
897,-0.9971664899
898,-0.475470632
899,0.4833707322
900,0.9978032744
901,0.5948600877
902,-0.3549947203
903,-0.9784690196
904,-0.7023434147
905,0.2195134866
906,0.9395507007
907,0.7957693335
908,-0.079638689
909,-0.8818272682
910,-0.8732679237
911,-0.0618300775
912,0.8064540568
913,0.9332880505
914,0.2020613146
915,-0.7149396621
916,-0.9746284105
917,-0.3382482931
918,0.6091157451
919,0.9964615763
920,0.4676652297
921,-0.4911003724
922,-0.9983505569
923,-0.5877218435
924,0.3632556224
925,0.9802575443
926,0.6960152007
927,-0.2281403086
928,-0.9425446703
929,-0.7903778089
930,0.088458765
931,0.8859667583
932,0.8689209999
933,0.0529932814
934,-0.8116562156
935,-0.9300727311
936,-0.1933846669
937,0.7211003682
938,0.9726090503
939,0.329905457
940,-0.6161116921
941,-0.9956785928
942,-0.4598231871
943,0.4987915363
944,0.9988196214
945,0.580537553
946,-0.3714880644
947,-0.9819692686
948,-0.6896324558
949,0.2367492565
950,0.9454647941
951,0.7849243603
952,-0.0972719105
953,-0.8900368354
954,-0.8645059985
955,-0.0441523334
956,0.8167947834
957,0.9267845431
958,0.184692868
959,-0.7272045782
960,-0.9705134889
961,-0.3215367737
962,0.6230593684
963,0.9948176006
964,0.4519451186
965,-0.5064436212
966,-0.9992104312
967,-0.5733077789
968,0.3796914014
969,0.9836040583
970,0.6831956801
971,-0.2453396556
972,-0.9483108434
973,-0.7794094151
974,0.106077435
975,0.8940371806
976,0.8600232654
977,0.0353079262
978,-0.8218693575
979,-0.9234237442
980,-0.175986599
981,0.7332518137
982,0.9683418905
983,0.3131428989
984,-0.6299582298
985,-0.9938786672
986,-0.4440316415
987,0.5140560276
988,0.9995229557
989,0.5660330878
990,-0.3878649906
991,-0.9851617854
992,-0.676705378
993,0.2539108332
994,0.9510825952
995,0.7738334054
996,-0.1148746486
997,-0.8979674805
998,-0.855473152
999,-0.0264607527
1000,0.8268795405
1001,0.9199905976
1002,0.167266542
1003,-0.7392416009
1004,-0.9660944251
1005,-0.3047244902
1006,0.6368077357
1007,0.9928618662
1008,0.4360833758
1009,-0.5216281593
1010,-0.9997571703
1011,-0.5587140495
1012,0.3960081917
1013,0.9866423278
1014,0.6701620578
1015,-0.2624621175
1016,-0.9537798324
1017,-0.768196768
1018,0.1236628622
1019,0.9018274271
1020,0.8508560146
1021,0.0176115061
1022,-0.8318249398
1023,-0.9164853723
1024,-0.15853338
1025,0.7451734707
1026,0.963771269
1027,0.2962822073
1028,-0.6436073495
1029,-0.9917672772
1030,-0.4281009441
1031,0.5291594228
1032,0.9999130567
1033,0.5513512376
1034,-0.4041203666
1035,-0.9880455695
1036,-0.6635662324
1037,0.2709928386
1038,0.9564023435
1039,0.7624999445
1040,-0.1324413871
1041,-0.9056167181
1042,-0.846172215
1043,-0.0087608797
1044,0.8367051679
1045,0.9129083429
1046,0.1497877975
1047,-0.7510469582
1048,-0.9613726041
1049,-0.2878167114
1050,0.6503565384
1051,0.9905949861
1052,0.4200849719
1053,-0.5366492281
1054,-0.9999906027
1055,-0.5439452289
1056,0.4122008799
1057,0.9893714006
1058,0.6569184183
1059,-0.2795023282
1060,-0.9589499232
1061,-0.7567433812
1062,0.1412095355
1063,0.9093350565
1064,0.8414221202
1065,-9.04330599688988E-05
1066,-0.8415198426
1067,-0.9092597897
1068,-0.1410304794
1069,0.7568616032
1070,0.9588986183
1071,0.2793286659
1072,-0.6570547737
1073,-0.9893450846
1074,-0.4120360873
1075,0.5440969885
1076,0.9999898022
1077,0.5364966035
1078,-0.4202490983
1079,-0.9906197172
1080,-0.6502191366
1081,0.2879899196
1082,0.9614223718
1083,0.7509275292
1084,-0.1499666206
1085,-0.9129821511
1086,-0.8366061023
1087,0.0089417388
1088,0.8462685864
1089,0.9055399985
1090,0.1322621121
1091,-0.7626169503
1092,-0.9563495055
1093,-0.2708187358
1094,0.6637015306
1095,0.9880176706
1096,0.4039549207
1097,-0.5515021204
1098,-0.9999106554
1099,-0.5290059452
1100,0.4282643914
1101,0.9917904215
1102,0.643468912
1103,-0.2964549477
1104,-0.9638194957
1105,-0.7450528442
1106,0.1587119563
1107,0.9165577161
1108,0.8317245386
1109,-0.0177923439
1110,-0.8509510275
1111,-0.9017492608
1112,-0.1234833823
1113,0.7683125484
1114,0.9537254654
1115,0.2622875878
1116,-0.6702962884
1117,-0.9866128483
1118,-0.3958421054
1119,0.5588640436
1120,0.9997531683
1121,0.5214738406
1122,-0.4362461312
1123,-0.9928834218
1124,-0.6366682734
1125,0.3048967495
1126,0.966141107
1127,0.7391197863
1128,-0.1674448573
1129,-0.9200614713
1130,-0.8267778117
1131,0.0266415551
1132,0.855566799
1133,0.8978878735
1134,0.114694978
1135,-0.7739479514
1136,-0.9510267035
1137,-0.2537358903
1138,0.6768385303
1139,0.9851307275
1140,0.387698277
1141,-0.5661821814
1142,-0.9995173533
1143,-0.5139008801
1144,0.4441936923
1145,0.9938986325
1146,0.6298177536
1147,-0.3133146634
1148,-0.9683870238
1149,-0.7331288205
1150,0.1761646394
1151,0.9234931423
1152,0.821766309
1153,-0.035488679
1154,-0.8601155392
1155,-0.8939561393
1156,-0.1058975876
1157,0.7795227177
1158,0.9482534313
1159,0.2451643133
1160,-0.6833277438
1161,-0.9835714245
1162,-0.3795240736
1163,0.5734559604
1164,0.999203229
1165,0.5062876569
1166,-0.4521064521
1167,-0.994835974
1168,-0.6229178894
1169,0.32170803
1170,0.9705570702
1171,0.727080416
1172,-0.1848706196
1173,-0.9268524601
1174,-0.8166904232
1175,0.0443330224
1176,0.8645968917
1177,0.889954366
1178,0.0970919005
1179,-0.7850364106
1180,-0.9454058662
1181,-0.2365735283
1182,0.6897634204
1183,0.9819350615
1184,0.3713201354
1185,-0.5806848107
1186,-0.9988108198
1187,-0.4986347675
1188,0.4599837906
1189,0.9956953729
1190,0.6159692212
1191,-0.3300761917
1192,-0.9726510762
1193,-0.7209750469
1194,0.1935621156
1195,0.9301391617
1196,0.811550552
1197,-0.0531738925
1198,-0.8690105055
1199,-0.8858828674
1200,-0.0882786065
1201,0.7904885981
1202,0.9424842311
1203,0.2279642085
1204,-0.6961450561
1205,-0.9802217665
1206,-0.3630871054
1207,0.587868166
1208,0.9983401567
1209,0.4909428114
1210,-0.4678250906
1211,-0.9964767618
1212,-0.6089722936
1213,0.3384184928
1214,0.9746688777
1215,0.7148131913
1216,-0.2022384466
1217,-0.9333529894
1218,-0.8063470981
1219,0.0620105965
1220,0.8733560347
1221,0.8817419622
1222,0.0794583961
1223,-0.795878853
1224,-0.939488755
1225,-0.2193370283
1226,0.7024721507
1227,0.978431674
1228,0.3548256285
1229,-0.5950054635
1230,-0.9977912763
1231,-0.4832123913
1232,0.4756297379
1233,0.9971800795
1234,0.6019276548
1235,-0.3467342798
1236,-0.9766103166
1237,-0.7085953321
1238,0.2108989328
1239,0.9364936915
1240,0.8010804691
1241,-0.0708424422
1242,-0.8776331389
1243,-0.8775319751
1244,-0.0706319603
1245,0.801206753
1246,0.9364196726
1247,0.2106926637
1248,-0.7087442085
1249,-0.976564924
1250,-0.346536352
1251,0.6020961439
1252,0.9971642218
1253,0.4754441128
1254,-0.4833971209
1255,-0.9978052709
1256,-0.5948358565
1257,0.3550229011
1258,0.9784752408
1259,0.7023219565
1260,-0.2195428956
1261,-0.939561022
1262,-0.7957510778
1263,0.0796687376
1264,0.881841483
1265,0.8732532358
1266,0.0617999908
1267,-0.8064718807
1268,-0.9332772243
1269,-0.2020317919
1270,0.7149607383
1271,0.9746216629
1272,0.3382199253
1273,-0.6091396518
1274,-0.9964590423
1275,-0.4676385847
1276,0.491126631
1277,0.9983522871
1278,0.5876974546
1279,-0.3632837074
1280,-0.9802635042
1281,-0.6959935559
1282,0.2281696579
1283,0.9425547405
1284,0.7903593415
1285,-0.0884887912
1286,-0.8859807373
1287,-0.8689060795
1288,-0.0529631794
1289,0.8116738236
1290,0.9300616564
1291,0.1933550915
1292,-0.7211212528
1293,-0.9726020429
1294,-0.3298770001
1295,0.6161354353
1296,0.9956757929
1297,0.4597964184
1298,-0.4988176628
1299,-0.9988210852
1300,-0.5805130082
1301,0.3715160514
1302,0.9819749666
1303,0.6896106262
1304,-0.2367785437
1305,-0.9454746125
1306,-0.7849056828
1307,0.0973019119
1308,0.8900505775
1309,0.8644908468
1310,0.0441222184
1311,-0.8168121741
1312,-0.9267732207
1313,-0.1846632422
1314,0.7272252696
1315,0.9705062223
1316,0.3215082299
1317,-0.6230829463
1318,-0.9948145352
1319,-0.4519182283
1320,0.5064696136
1321,0.9992116284
1322,0.5732830802
1323,-0.3797192882
1324,-0.9836094941
1325,-0.6831736673
1326,0.2453688786
1327,0.9483204091
1328,0.7793905289
1329,-0.1061074092
1330,-0.8940506847
1331,-0.8600078837
1332,-0.0352778006
1333,0.8218865297
1334,0.9234121749
1335,0.1759569251
1336,-0.7332723102
1337,-0.9683343652
1338,-0.3131142705
1339,0.6299816405
1340,0.9938753365
1341,0.4440046316
1342,-0.5140818839
1343,-0.9995238862
1344,-0.566008237
1345,0.387892775
1346,0.9851669585
1347,0.6766831838
1348,-0.2539399895
1349,-0.9510919075
1350,-0.7738143119
1351,0.1149045934
1352,0.8979807455
1353,0.8554575414
1354,0.0264306189
1355,-0.8268964927
1356,-0.9199787824
1357,-0.1672368222
1358,0.739261901
1359,0.9660866418
1360,0.3046957794
1361,-0.6368309774
1362,-0.9928582704
1363,-0.4360562485
1364,0.5216538774
1365,0.9997578341
1366,0.5586890488
1367,-0.3960358715
1368,-0.9866472379
1369,-0.6701396839
1370,0.2624912049
1371,0.9537888905
1372,0.7681774688
1373,-0.1236927751
1374,-0.901840452
1375,-0.8508401764
1376,-0.0175813665
1377,0.8318416707
1378,0.9164733121
1379,0.1585036168
1380,-0.7451935727
1381,-0.9637632282
1382,-0.2962534162
1383,0.6436304203
1384,0.9917634167
1385,0.4280737015
1386,-0.5291850007
1387,-0.9999134537
1388,-0.5513260887
1389,0.4041479397
1390,0.9880502162
1391,0.6635436805
1392,-0.2710218549
1393,-0.9564111468
1394,-0.7624804411
1395,0.1324712658
1396,0.9056295018
1397,0.8461561504
1398,0.0087307365
1399,-0.8367216762
1400,-0.9128960386
1401,-0.1497579931
1402,0.7510668606
1403,0.9613643064
1404,0.2877878425
1405,-0.6503794366
1406,-0.9905908611
1407,-0.4200576162
1408,0.5366746638
1409,0.9999907329
1410,0.5439199339
1411,-0.412228344
1412,-0.9893757834
1413,-0.6568956904
1414,0.279531271
1415,0.9589584709
1416,0.7567236751
1417,-0.1412393778
1418,-0.9093475981
1419,-0.8414058304
1420,0.0001205774
1421,0.8415361269
1422,0.9092472423
1423,0.1410006363
1424,-0.7568813045
1425,-0.9588900644
1426,-0.2792997213
1427,0.6570774975
1428,0.9893406954
1429,0.4120086205
1430,-0.54412228
1431,-0.9999896656
1432,-0.5364711644
1433,0.4202764514
1434,0.9906238359
1435,0.6501962342
1436,-0.2880187867
1437,-0.9614306634
1438,-0.750907622
1439,0.149996424
